"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"KOTAKBANK","EQ","07-Nov-2024","1,762.60","1,763.00","1,765.00","1,733.00","1,745.50","1,746.90","1,743.87","30,60,984","5,33,79,47,937.20","91,821","21,95,759","71.73"
"KOTAKBANK","EQ","08-Nov-2024","1,746.90","1,745.00","1,764.10","1,738.90","1,749.00","1,745.80","1,750.25","36,46,825","6,38,28,45,119.50","1,21,297","25,35,313","69.52"
"KOTAKBANK","EQ","11-Nov-2024","1,745.80","1,745.00","1,763.30","1,737.20","1,740.35","1,744.00","1,748.58","32,05,030","5,60,42,43,328.40","1,37,845","15,92,987","49.70"
"KOTAKBANK","EQ","12-Nov-2024","1,744.00","1,744.80","1,749.40","1,715.20","1,721.00","1,721.40","1,727.77","32,28,390","5,57,79,16,066.10","1,59,904","19,08,915","59.13"
"KOTAKBANK","EQ","13-Nov-2024","1,721.40","1,714.00","1,728.15","1,679.05","1,693.50","1,687.85","1,700.86","35,93,490","6,11,20,33,524.80","1,39,342","17,92,152","49.87"
"KOTAKBANK","EQ","14-Nov-2024","1,687.85","1,690.00","1,712.60","1,689.80","1,708.55","1,707.90","1,704.18","33,27,758","5,67,11,07,695.60","1,72,759","24,09,019","72.39"
"KOTAKBANK","EQ","18-Nov-2024","1,707.90","1,714.00","1,728.25","1,699.70","1,719.15","1,722.75","1,718.88","20,82,415","3,57,94,13,983.40","85,669","14,29,002","68.62"
"KOTAKBANK","EQ","19-Nov-2024","1,722.75","1,729.80","1,739.80","1,713.50","1,722.50","1,727.75","1,730.43","27,59,663","4,77,53,93,473.75","1,14,959","17,79,219","64.47"
"KOTAKBANK","EQ","21-Nov-2024","1,727.75","1,715.10","1,740.75","1,703.75","1,739.00","1,737.10","1,726.98","32,94,059","5,68,87,57,638.40","1,30,418","17,66,410","53.62"
"KOTAKBANK","EQ","22-Nov-2024","1,737.10","1,734.00","1,772.20","1,732.90","1,761.80","1,761.45","1,758.21","35,53,726","6,24,81,95,787.20","1,28,374","26,05,053","73.30"
"KOTAKBANK","EQ","25-Nov-2024","1,761.45","1,782.00","1,794.60","1,766.90","1,792.00","1,790.75","1,784.63","68,71,432","12,26,29,84,351.90","1,44,617","49,92,708","72.66"
"KOTAKBANK","EQ","26-Nov-2024","1,790.75","1,795.00","1,795.95","1,775.00","1,782.45","1,783.60","1,784.96","23,12,739","4,12,81,55,813.85","1,17,967","12,86,071","55.61"
"KOTAKBANK","EQ","27-Nov-2024","1,783.60","1,780.95","1,805.50","1,779.10","1,780.00","1,783.20","1,793.18","32,02,444","5,74,25,71,715.75","1,11,680","16,56,976","51.74"
"KOTAKBANK","EQ","28-Nov-2024","1,783.20","1,783.25","1,788.90","1,753.50","1,763.80","1,759.20","1,764.96","39,71,395","7,00,93,52,953.25","1,40,917","27,80,888","70.02"
"KOTAKBANK","EQ","29-Nov-2024","1,759.20","1,757.00","1,773.60","1,757.00","1,761.25","1,765.25","1,765.40","29,87,994","5,27,49,93,125.40","1,34,558","21,19,083","70.92"
"KOTAKBANK","EQ","02-Dec-2024","1,765.25","1,765.00","1,772.60","1,746.00","1,755.75","1,753.95","1,751.35","42,65,280","7,47,00,08,318.25","95,812","28,77,164","67.46"
"KOTAKBANK","EQ","03-Dec-2024","1,753.95","1,760.00","1,761.20","1,740.00","1,750.00","1,749.90","1,748.39","39,71,650","6,94,40,10,927.60","1,44,219","30,86,428","77.71"
"KOTAKBANK","EQ","04-Dec-2024","1,749.90","1,752.00","1,767.00","1,746.40","1,759.65","1,757.50","1,757.65","31,86,786","5,60,12,47,088.65","1,31,153","23,90,260","75.01"
"KOTAKBANK","EQ","05-Dec-2024","1,757.50","1,764.00","1,788.65","1,748.00","1,776.00","1,775.15","1,770.99","56,97,229","10,08,97,63,308.95","2,09,634","36,81,232","64.61"
"KOTAKBANK","EQ","06-Dec-2024","1,775.15","1,773.90","1,785.05","1,761.00","1,775.25","1,776.95","1,775.82","25,95,882","4,60,98,16,700.45","1,20,678","19,06,323","73.44"
"KOTAKBANK","EQ","09-Dec-2024","1,776.95","1,768.10","1,804.95","1,768.10","1,786.95","1,786.25","1,791.83","25,54,023","4,57,63,74,690.75","1,20,368","17,68,696","69.25"
"KOTAKBANK","EQ","10-Dec-2024","1,786.25","1,783.25","1,802.80","1,783.25","1,799.10","1,794.70","1,792.96","19,79,884","3,54,98,47,420.65","92,144","14,70,268","74.26"
"KOTAKBANK","EQ","11-Dec-2024","1,794.70","1,796.00","1,806.80","1,789.95","1,795.00","1,794.70","1,797.73","23,93,428","4,30,27,48,698.80","1,46,978","18,36,914","76.75"
"KOTAKBANK","EQ","12-Dec-2024","1,794.70","1,790.00","1,796.45","1,765.35","1,773.00","1,768.70","1,773.09","34,88,259","6,18,49,81,441.45","1,38,972","25,43,780","72.92"
"KOTAKBANK","EQ","13-Dec-2024","1,768.70","1,758.35","1,809.00","1,748.05","1,804.90","1,805.65","1,777.45","38,93,531","6,92,05,51,942.50","1,87,325","25,22,056","64.78"
"KOTAKBANK","EQ","16-Dec-2024","1,805.65","1,803.00","1,813.00","1,793.85","1,800.00","1,804.45","1,801.41","29,89,393","5,38,51,36,225.40","1,05,342","20,58,757","68.87"
"KOTAKBANK","EQ","17-Dec-2024","1,804.45","1,796.10","1,806.85","1,775.00","1,781.00","1,784.05","1,784.47","35,92,861","6,41,13,61,535.85","1,14,350","25,55,416","71.12"
"KOTAKBANK","EQ","18-Dec-2024","1,784.05","1,782.00","1,786.70","1,770.35","1,780.00","1,780.00","1,779.73","35,29,430","6,28,14,49,565.45","1,01,262","25,07,467","71.04"
"KOTAKBANK","EQ","19-Dec-2024","1,780.00","1,763.45","1,768.00","1,745.40","1,763.45","1,762.10","1,756.92","40,74,080","7,15,78,51,905.40","1,34,049","30,15,670","74.02"
"KOTAKBANK","EQ","20-Dec-2024","1,762.10","1,755.00","1,768.85","1,733.35","1,748.70","1,743.55","1,744.90","1,46,85,688","25,62,50,36,882.65","1,54,525","1,15,89,230","78.92"
"KOTAKBANK","EQ","23-Dec-2024","1,743.55","1,747.50","1,764.20","1,740.00","1,742.05","1,745.35","1,748.55","27,48,036","4,80,50,70,781.30","95,146","17,97,121","65.40"
"KOTAKBANK","EQ","24-Dec-2024","1,745.35","1,742.55","1,754.65","1,738.05","1,750.00","1,749.05","1,747.17","27,12,625","4,73,94,11,815.30","86,550","12,66,810","46.70"
"KOTAKBANK","EQ","26-Dec-2024","1,749.05","1,756.80","1,769.45","1,742.05","1,759.15","1,752.80","1,755.21","11,32,006","1,98,69,02,884.85","69,593","5,34,499","47.22"
"KOTAKBANK","EQ","27-Dec-2024","1,752.80","1,760.00","1,777.20","1,754.00","1,760.05","1,759.90","1,762.95","24,48,271","4,31,61,86,371.90","65,635","17,47,624","71.38"
"KOTAKBANK","EQ","30-Dec-2024","1,759.90","1,765.00","1,781.00","1,733.50","1,741.20","1,740.70","1,750.47","55,02,772","9,63,24,26,366.60","1,51,204","28,51,598","51.82"
"KOTAKBANK","EQ","31-Dec-2024","1,740.70","1,735.05","1,796.60","1,735.05","1,785.00","1,786.05","1,781.30","47,31,698","8,42,85,61,946.85","1,50,931","25,19,817","53.25"
"KOTAKBANK","EQ","01-Jan-2025","1,786.05","1,779.25","1,796.75","1,777.00","1,788.10","1,788.40","1,788.68","14,84,828","2,65,58,79,180.50","78,772","8,60,149","57.93"
"KOTAKBANK","EQ","02-Jan-2025","1,788.40","1,800.00","1,840.20","1,796.90","1,834.05","1,837.15","1,828.42","50,96,987","9,31,94,31,122.75","1,89,976","33,07,242","64.89"
"KOTAKBANK","EQ","03-Jan-2025","1,837.15","1,851.00","1,853.00","1,817.10","1,835.70","1,838.65","1,835.99","42,77,149","7,85,27,98,833.80","1,76,893","29,22,269","68.32"
"KOTAKBANK","EQ","06-Jan-2025","1,838.65","1,821.00","1,825.00","1,772.90","1,777.90","1,779.65","1,788.22","39,92,395","7,13,92,64,262.05","1,58,474","27,29,438","68.37"
"KOTAKBANK","EQ","07-Jan-2025","1,779.65","1,787.00","1,797.45","1,769.90","1,770.65","1,772.05","1,782.81","43,99,938","7,84,42,67,374.60","1,38,267","30,88,333","70.19"
"KOTAKBANK","EQ","08-Jan-2025","1,772.05","1,780.10","1,784.70","1,762.45","1,765.05","1,768.65","1,770.73","43,64,679","7,72,86,50,677.05","1,74,290","26,98,791","61.83"
"KOTAKBANK","EQ","09-Jan-2025","1,768.65","1,774.00","1,808.70","1,774.00","1,791.00","1,790.20","1,791.64","54,69,827","9,79,99,45,826.35","2,30,709","37,06,098","67.76"
"KOTAKBANK","EQ","10-Jan-2025","1,790.20","1,784.20","1,789.65","1,753.35","1,759.50","1,756.20","1,770.10","35,02,618","6,19,99,84,677.10","1,65,381","24,66,219","70.41"
"KOTAKBANK","EQ","13-Jan-2025","1,756.20","1,732.90","1,744.55","1,723.75","1,740.00","1,738.40","1,735.95","30,92,388","5,36,82,39,974.55","1,05,945","22,14,009","71.60"
"KOTAKBANK","EQ","14-Jan-2025","1,738.40","1,749.60","1,768.85","1,729.60","1,759.50","1,750.60","1,746.99","49,48,961","8,64,57,92,071.60","1,92,138","35,40,629","71.54"
"KOTAKBANK","EQ","15-Jan-2025","1,750.60","1,760.10","1,795.00","1,760.10","1,788.00","1,789.60","1,785.32","35,09,861","6,26,62,21,452.45","1,34,844","25,33,203","72.17"
"KOTAKBANK","EQ","16-Jan-2025","1,789.60","1,795.80","1,814.95","1,785.35","1,806.00","1,805.55","1,805.36","44,51,534","8,03,66,00,953.45","1,94,340","31,06,806","69.79"
"KOTAKBANK","EQ","17-Jan-2025","1,805.55","1,797.00","1,805.50","1,748.30","1,759.05","1,758.60","1,762.59","35,21,728","6,20,73,79,668.10","1,70,335","23,48,861","66.70"
"KOTAKBANK","EQ","20-Jan-2025","1,758.60","1,890.00","1,929.90","1,866.00","1,918.00","1,920.50","1,912.23","1,33,24,315","25,47,91,95,049.45","4,14,832","61,04,123","45.81"
"KOTAKBANK","EQ","21-Jan-2025","1,920.50","1,920.95","1,920.95","1,891.00","1,893.60","1,893.30","1,901.43","44,15,663","8,39,60,73,106.55","1,52,161","20,05,109","45.41"
"KOTAKBANK","EQ","22-Jan-2025","1,893.30","1,899.00","1,920.50","1,887.05","1,915.10","1,917.50","1,908.40","41,76,669","7,97,07,45,670.05","1,55,652","24,27,237","58.11"
"KOTAKBANK","EQ","23-Jan-2025","1,917.50","1,907.10","1,923.95","1,892.10","1,893.00","1,894.85","1,907.05","31,61,159","6,02,84,92,282.40","1,91,618","18,20,746","57.60"
"KOTAKBANK","EQ","24-Jan-2025","1,894.85","1,891.00","1,918.50","1,873.05","1,883.40","1,886.20","1,896.05","40,25,366","7,63,22,82,178.35","89,533","25,38,594","63.06"
"KOTAKBANK","EQ","27-Jan-2025","1,886.20","1,875.00","1,898.80","1,862.75","1,878.70","1,881.40","1,882.75","19,28,503","3,63,08,97,730.40","1,17,348","10,50,929","54.49"
"KOTAKBANK","EQ","28-Jan-2025","1,881.40","1,895.00","1,905.00","1,870.80","1,887.00","1,887.75","1,887.06","51,57,384","9,73,23,18,447.60","1,88,079","34,00,666","65.94"
"KOTAKBANK","EQ","29-Jan-2025","1,887.75","1,887.80","1,924.70","1,885.00","1,922.90","1,920.35","1,913.37","23,51,631","4,49,95,29,422.20","97,665","14,33,917","60.98"
"KOTAKBANK","EQ","30-Jan-2025","1,920.35","1,920.35","1,938.10","1,877.45","1,903.80","1,901.50","1,908.46","42,39,181","8,09,03,01,027.40","2,05,022","15,78,645","37.24"
"KOTAKBANK","EQ","31-Jan-2025","1,901.50","1,903.05","1,908.95","1,889.60","1,900.00","1,901.30","1,899.58","23,33,229","4,43,21,63,960.75","1,26,893","16,82,092","72.09"
"KOTAKBANK","EQ","01-Feb-2025","1,901.30","1,899.00","1,917.15","1,871.60","1,910.70","1,903.10","1,901.36","10,96,357","2,08,45,70,873.75","59,242","3,73,301","34.05"
"KOTAKBANK","EQ","03-Feb-2025","1,903.10","1,893.60","1,903.80","1,881.55","1,885.85","1,884.50","1,889.37","33,19,808","6,27,23,60,513.75","1,17,826","27,08,150","81.58"
"KOTAKBANK","EQ","04-Feb-2025","1,884.50","1,891.05","1,941.20","1,877.20","1,931.30","1,928.50","1,913.85","53,32,618","10,20,58,08,606.55","1,96,759","35,63,578","66.83"
"KOTAKBANK","EQ","05-Feb-2025","1,928.50","1,937.80","1,938.95","1,902.35","1,909.00","1,911.75","1,920.08","34,27,385","6,58,08,50,142.80","1,65,065","24,46,245","71.37"
"KOTAKBANK","EQ","06-Feb-2025","1,911.75","1,917.00","1,920.00","1,896.45","1,916.80","1,915.95","1,908.10","31,93,971","6,09,44,13,578.80","1,43,785","21,60,500","67.64"
"KOTAKBANK","EQ","07-Feb-2025","1,915.95","1,921.00","1,960.60","1,907.90","1,957.40","1,929.25","1,921.40","44,14,174","8,48,14,07,757.80","1,48,252","32,24,693","73.05"
"KOTAKBANK","EQ","10-Feb-2025","1,929.25","1,935.30","1,965.00","1,923.55","1,962.85","1,960.15","1,946.73","35,69,373","6,94,86,04,470.75","2,07,460","19,67,376","55.12"
"KOTAKBANK","EQ","11-Feb-2025","1,960.15","1,964.60","1,970.50","1,906.60","1,920.00","1,918.60","1,926.10","35,06,682","6,75,42,05,133.50","1,29,372","20,44,027","58.29"
"KOTAKBANK","EQ","12-Feb-2025","1,918.60","1,923.45","1,949.00","1,904.95","1,945.50","1,943.95","1,928.97","32,19,004","6,20,93,67,285.90","1,44,108","21,51,378","66.83"
"KOTAKBANK","EQ","13-Feb-2025","1,943.95","1,963.00","1,992.80","1,960.55","1,964.75","1,972.80","1,976.93","1,26,78,373","25,06,42,93,113.80","3,76,384","93,18,555","73.50"
"KOTAKBANK","EQ","14-Feb-2025","1,972.80","1,974.00","1,974.00","1,933.35","1,949.80","1,952.40","1,949.13","26,10,048","5,08,73,22,578.35","1,26,283","18,43,288","70.62"
"KOTAKBANK","EQ","17-Feb-2025","1,952.40","1,955.00","1,963.95","1,932.65","1,941.80","1,945.30","1,944.22","23,00,119","4,47,19,42,649.50","1,30,009","14,72,467","64.02"
"KOTAKBANK","EQ","18-Feb-2025","1,945.30","1,942.05","1,966.00","1,939.15","1,962.25","1,963.35","1,954.27","43,44,125","8,48,95,88,689.55","3,18,968","34,15,548","78.62"
"KOTAKBANK","EQ","19-Feb-2025","1,963.35","1,963.95","1,994.90","1,962.00","1,986.90","1,985.00","1,980.98","39,14,165","7,75,38,77,794.10","1,55,867","28,95,982","73.99"
"KOTAKBANK","EQ","20-Feb-2025","1,985.00","1,982.30","1,982.35","1,960.00","1,970.00","1,970.55","1,970.23","47,24,372","9,30,80,88,595.80","1,41,849","35,84,238","75.87"
"KOTAKBANK","EQ","21-Feb-2025","1,970.55","1,970.55","1,978.35","1,934.50","1,950.15","1,953.05","1,946.30","40,08,552","7,80,18,50,138.90","1,98,921","29,22,167","72.90"
"KOTAKBANK","EQ","24-Feb-2025","1,953.05","1,938.30","1,970.00","1,933.55","1,960.70","1,966.10","1,956.49","22,18,081","4,33,96,52,971.95","1,58,716","15,14,480","68.28"
"KOTAKBANK","EQ","25-Feb-2025","1,966.10","1,969.00","1,979.55","1,958.60","1,966.90","1,967.25","1,969.02","40,19,894","7,91,52,42,329.90","1,44,013","26,39,437","65.66"
"KOTAKBANK","EQ","27-Feb-2025","1,967.25","1,972.00","1,975.00","1,939.90","1,941.90","1,947.55","1,950.41","37,08,068","7,23,22,52,744.20","1,49,866","24,31,825","65.58"
"KOTAKBANK","EQ","28-Feb-2025","1,947.55","1,937.05","1,937.05","1,893.90","1,898.45","1,902.95","1,909.71","69,70,315","13,31,13,13,990.40","1,75,774","53,59,792","76.89"
"KOTAKBANK","EQ","03-Mar-2025","1,902.95","1,905.55","1,923.65","1,895.20","1,914.95","1,914.60","1,911.53","26,07,790","4,98,48,71,747.15","1,71,519","19,23,658","73.77"
"KOTAKBANK","EQ","04-Mar-2025","1,914.60","1,901.15","1,916.00","1,896.75","1,911.10","1,907.80","1,908.71","31,72,050","6,05,45,19,747.75","1,16,275","23,95,584","75.52"
"KOTAKBANK","EQ","05-Mar-2025","1,907.80","1,903.10","1,953.65","1,895.40","1,936.80","1,933.10","1,935.13","38,11,688","7,37,61,09,100.75","1,64,160","28,19,608","73.97"
"KOTAKBANK","EQ","06-Mar-2025","1,933.10","1,944.00","1,944.95","1,909.85","1,920.15","1,921.70","1,923.49","51,93,093","9,98,88,39,292.05","1,72,071","32,99,470","63.54"
"KOTAKBANK","EQ","07-Mar-2025","1,921.70","1,917.00","1,940.60","1,910.05","1,932.00","1,935.40","1,926.46","27,80,338","5,35,62,22,987.95","82,747","19,94,891","71.75"
"KOTAKBANK","EQ","10-Mar-2025","1,935.40","1,932.50","1,940.05","1,916.35","1,920.00","1,921.75","1,931.57","22,28,534","4,30,45,80,195.75","85,417","16,93,390","75.99"
"KOTAKBANK","EQ","11-Mar-2025","1,921.75","1,923.00","1,944.00","1,904.45","1,936.70","1,935.20","1,926.20","32,07,052","6,17,74,11,789.35","1,43,449","23,28,654","72.61"
"KOTAKBANK","EQ","12-Mar-2025","1,935.20","1,940.00","1,997.70","1,938.00","1,979.95","1,982.55","1,980.59","67,04,494","13,27,88,47,229.10","2,64,027","49,61,613","74.00"
"KOTAKBANK","EQ","13-Mar-2025","1,982.55","1,975.70","1,993.35","1,969.55","1,981.50","1,985.10","1,984.97","49,25,794","9,77,75,35,694.00","1,42,227","38,05,982","77.27"
"KOTAKBANK","EQ","17-Mar-2025","1,985.10","1,980.10","1,998.85","1,974.25","1,995.00","1,993.10","1,991.42","31,70,929","6,31,46,47,400.65","1,18,386","24,41,942","77.01"
"KOTAKBANK","EQ","18-Mar-2025","1,993.10","2,000.00","2,039.00","1,988.60","2,035.15","2,034.00","2,022.71","53,84,288","10,89,08,34,384.30","2,03,358","39,86,745","74.04"
"KOTAKBANK","EQ","19-Mar-2025","2,034.00","2,039.25","2,051.00","2,017.25","2,021.95","2,021.55","2,031.39","53,38,288","10,84,41,45,082.70","1,61,325","41,19,969","77.18"
"KOTAKBANK","EQ","20-Mar-2025","2,021.55","2,031.00","2,038.90","2,016.50","2,032.10","2,035.65","2,033.39","26,83,306","5,45,62,20,483.50","1,39,113","19,29,231","71.90"
"KOTAKBANK","EQ","21-Mar-2025","2,035.65","2,040.00","2,097.60","2,035.00","2,073.95","2,079.00","2,076.89","1,88,50,808","39,15,11,11,702.05","2,55,463","1,55,94,431","82.73"
"KOTAKBANK","EQ","24-Mar-2025","2,079.00","2,100.00","2,184.25","2,090.25","2,180.00","2,176.15","2,163.50","85,08,351","18,40,78,45,040.40","2,24,338","56,44,753","66.34"
"KOTAKBANK","EQ","25-Mar-2025","2,176.15","2,179.90","2,202.50","2,160.00","2,171.90","2,170.00","2,187.33","73,42,433","16,06,03,26,791.95","1,85,498","51,08,188","69.57"
"KOTAKBANK","EQ","26-Mar-2025","2,170.00","2,175.00","2,176.00","2,129.90","2,148.65","2,144.90","2,146.30","30,16,916","6,47,52,00,479.05","1,70,269","20,37,736","67.54"
"KOTAKBANK","EQ","27-Mar-2025","2,144.90","2,144.00","2,151.40","2,111.85","2,135.45","2,128.65","2,131.86","94,21,224","20,08,46,95,368.00","1,77,390","69,44,605","73.71"
"KOTAKBANK","EQ","28-Mar-2025","2,128.65","2,139.30","2,179.90","2,139.00","2,174.00","2,171.20","2,167.05","36,72,253","7,95,79,37,513.40","1,78,868","25,55,202","69.58"
"KOTAKBANK","EQ","01-Apr-2025","2,171.20","2,174.30","2,178.50","2,135.90","2,144.30","2,145.90","2,149.86","37,50,939","8,06,40,00,143.20","1,22,843","23,50,347","62.66"
"KOTAKBANK","EQ","02-Apr-2025","2,145.90","2,141.00","2,160.65","2,139.65","2,153.05","2,154.60","2,150.02","21,32,192","4,58,42,55,535.25","1,02,003","16,71,374","78.39"
"KOTAKBANK","EQ","03-Apr-2025","2,154.60","2,129.00","2,151.70","2,127.15","2,133.00","2,132.60","2,135.58","16,94,038","3,61,77,49,638.30","98,442","12,19,957","72.01"
"KOTAKBANK","EQ","04-Apr-2025","2,132.60","2,130.90","2,146.30","2,118.15","2,132.10","2,131.95","2,129.73","37,88,403","8,06,82,77,988.85","2,06,429","27,78,185","73.33"
"KOTAKBANK","EQ","07-Apr-2025","2,131.95","2,018.70","2,083.60","2,000.80","2,044.00","2,037.85","2,038.18","71,39,049","14,55,06,42,674.65","2,61,737","47,78,049","66.93"
"KOTAKBANK","EQ","08-Apr-2025","2,037.85","2,062.45","2,079.90","2,038.00","2,058.00","2,055.15","2,055.65","40,94,339","8,41,65,31,029.20","1,47,239","24,48,594","59.80"
"KOTAKBANK","EQ","09-Apr-2025","2,055.15","2,054.00","2,065.00","2,042.10","2,058.00","2,052.70","2,056.16","39,19,578","8,05,92,83,864.00","1,78,642","26,44,850","67.48"
"KOTAKBANK","EQ","11-Apr-2025","2,052.70","2,065.00","2,139.50","2,058.50","2,109.85","2,111.20","2,112.97","55,94,689","11,82,13,91,565.50","1,72,272","37,70,835","67.40"
"KOTAKBANK","EQ","15-Apr-2025","2,111.20","2,145.00","2,147.00","2,099.60","2,124.00","2,120.20","2,117.60","56,35,664","11,93,40,62,579.30","1,52,731","38,11,548","67.63"
"KOTAKBANK","EQ","16-Apr-2025","2,120.20","2,120.00","2,151.60","2,113.30","2,121.60","2,123.40","2,126.56","28,99,779","6,16,65,51,677.30","1,57,692","18,08,270","62.36"
"KOTAKBANK","EQ","17-Apr-2025","2,123.40","2,115.00","2,193.90","2,097.70","2,185.10","2,188.10","2,156.50","53,88,632","11,62,06,11,762.30","2,26,452","33,18,530","61.58"
"KOTAKBANK","EQ","21-Apr-2025","2,188.10","2,195.00","2,261.20","2,175.40","2,248.70","2,241.40","2,233.48","48,86,498","10,91,38,96,073.50","2,25,372","31,29,368","64.04"
"KOTAKBANK","EQ","22-Apr-2025","2,241.40","2,249.00","2,301.90","2,245.40","2,265.00","2,268.80","2,281.09","67,32,983","15,35,85,15,073.00","1,84,168","46,35,792","68.85"
"KOTAKBANK","EQ","23-Apr-2025","2,268.80","2,285.00","2,290.00","2,220.00","2,221.40","2,227.00","2,240.21","35,23,879","7,89,42,34,352.40","1,27,032","24,58,197","69.76"
"KOTAKBANK","EQ","24-Apr-2025","2,227.00","2,218.00","2,237.90","2,213.70","2,218.10","2,223.00","2,226.32","41,68,537","9,28,05,09,280.70","1,27,119","26,44,360","63.44"
